Time(s),AccelX(g),AccelY(g),AccelZ(g),GyroX(deg/s),GyroY(deg/s),GyroZ(deg/s)
3.94,25.4966,12.357,0.00260308,14326.1,6382.13,0.412978
3.95,25.4967,12.347,0.00249707,14326.6,6376.11,0.564523
3.96,25.4966,12.337,0.00255238,14326.3,6370.55,0.405594
3.97,25.4966,12.3269,0.00259269,14326.4,6364.85,0.13799
3.98,25.4966,12.317,0.00252011,14326.3,6359.31,0.800044
3.99,25.4967,12.3071,0.00251974,14326.6,6353.59,0.473834
4,25.4967,12.297,0.00256654,14326.7,6348.12,0.473088
4.01,25.4967,12.287,0.00261188,14326.5,6342.33,0.301837
4.02,25.4967,12.277,0.00250928,14326.4,6336.97,0.60436
4.03,25.4966,12.267,0.00254305,14326.6,6331.22,0.290809
4.04,25.4967,12.2569,0.00257878,14326.4,6325.76,0.521843
4.05,25.4967,12.247,0.00247352,14326.4,6319.9,0.740664
4.06,25.4967,12.237,0.00251184,14326.5,6314.24,0.547387
4.07,25.4967,12.2269,0.0024603,14326.4,6308.59,0.528159
4.08,25.4966,12.2169,0.00259492,14326.3,6303.04,0.15912
4.09,25.4966,12.2069,0.00248314,14326.4,6297.37,0.480693
4.1,25.4968,12.1971,0.00255378,14326.4,6292.01,0.367097
4.11,25.4966,12.187,0.0025138,14326,6285.97,0.532086
4.12,25.4966,12.1769,0.00261394,14326.5,6280.79,0.322225
4.13,25.4967,12.167,0.00255692,14326.3,6274.98,0.653647
4.14,25.4968,12.157,0.00256472,14326.3,6269.2,0.482536
4.15,25.4967,12.147,0.00250019,14326.1,6263.83,0.660468
4.16,25.4966,12.137,0.00257295,14326.5,6257.99,0.34898
4.17,25.4966,12.1271,0.0026048,14326.5,6252.55,0.427432
4.18,25.4967,12.117,0.00256065,14326.6,6246.86,0.552339
4.19,25.4967,12.1069,0.00256936,14326.6,6241.25,0.438617
4.2,25.4968,12.097,0.00249369,14325.9,6235.67,0.87392
4.21,25.4967,12.0869,0.00256999,14326.7,6230.09,0.595707
4.22,25.4966,12.0769,0.00256943,14326.2,6224.36,0.421805
4.23,25.4966,12.0669,0.00251438,14326.4,6218.81,0.477758
4.24,25.4966,12.057,0.00258764,14326.5,6213.59,0.450457
4.25,25.4967,12.047,0.00264372,14326.4,6207.38,0.675155
4.26,25.4966,12.037,0.00251511,14326.3,6202.18,0.592764
4.27,25.4966,12.0271,0.00260003,14326.2,6196.28,0.678584
4.28,25.4966,12.0169,0.00259131,14326.2,6190.82,0.362809
4.29,25.4967,12.0069,0.00254833,14326.4,6185.21,0.508188
4.3,25.4966,11.997,0.00249775,14326.6,6179.68,0.70064
4.31,25.4967,11.9871,0.00252398,14326.4,6173.86,0.295839
4.32,25.4966,11.9769,0.00247354,14326.6,6168.35,0.786272
4.33,25.4967,11.9669,0.00252475,14326.5,6162.58,0.580528
4.34,25.4966,11.9569,0.00255271,14326.3,6157.11,0.783552
4.35,25.4967,11.9469,0.00258884,14326,6151.64,0.244589
4.36,25.4966,11.937,0.00256275,14326.4,6145.76,0.0120727
4.37,25.4965,11.9269,0.00259654,14326.4,6140.26,0.564385
4.38,25.4967,11.917,0.00260619,14326.3,6134.36,0.227886
4.39,25.4967,11.907,0.00260735,14326.1,6129.24,0.708312
4.4,25.4966,11.8969,0.00262964,14326.3,6123.34,0.683667
4.41,25.4967,11.887,0.00255756,14326.3,6117.58,0.100786
4.42,25.4967,11.8769,0.00247469,14326.6,6112.14,0.301108
4.43,25.4966,11.8671,0.00252122,14326.4,6106.46,0.767534
4.44,25.4967,11.857,0.00254018,14326.2,6100.78,0.39619
4.45,25.4966,11.8469,0.00252474,14326.4,6095.06,0.342905
4.46,25.4967,11.8369,0.00258221,14326.8,6089.65,0.517084
4.47,25.4966,11.8269,0.00256032,14326.2,6084,0.437445
4.48,25.4967,11.817,0.00259775,14326.5,6078.33,0.753722
4.49,25.4966,11.807,0.0024857,14326,6072.6,0.44526
4.5,25.4965,11.797,0.00264076,14326.8,6067.36,0.231415
4.51,25.4967,11.787,0.00259012,14326.6,6061.4,0.544216
4.52,25.4966,11.7769,0.00265279,14326.3,6055.79,0.528342
4.53,25.4966,11.7669,0.0024873,14326.6,6050.21,0.324306
4.54,25.4966,11.7569,0.00255329,14326.4,6044.97,0.640744
4.55,25.4966,11.7469,0.00250873,14326.1,6038.86,0.60008
4.56,25.4967,11.737,0.00260002,14326.7,6033.23,0.374214
4.57,25.4966,11.7269,0.00253335,14326.3,6027.83,0.812958
4.58,25.4967,11.7169,0.00247523,14326.1,6021.87,0.388679
4.59,25.4965,11.707,0.00259053,14326.5,6016.58,0.805279
4.6,25.4967,11.6969,0.00257487,14326.4,6010.89,0.302775
4.61,25.4966,11.6869,0.00264534,14326.3,6005.06,0.550159
4.62,25.4966,11.677,0.00249216,14326.5,5999.6,0.812311
4.63,25.4965,11.6669,0.00257324,14326.1,5993.93,0.444526
4.64,25.4966,11.6569,0.0025584,14326.4,5988.4,0.509758
4.65,25.4966,11.6469,0.00255711,14326.3,5982.99,0.495441
4.66,25.4966,11.6369,0.00250762,14326.4,5977.1,0.851006
4.67,25.4966,11.627,0.00252119,14326.4,5971.49,0.566045
4.68,25.4966,11.617,0.00254218,14326.4,5965.92,0.567054
4.69,25.4966,11.6069,0.00254618,14326.5,5960.3,0.653525
4.7,25.4966,11.5969,0.00247758,14326.4,5954.8,0.494892
4.71,25.4965,11.5869,0.00252342,14326.3,5949.14,0.567554
4.72,25.4965,11.577,0.00253598,14326.3,5943.41,0.323672
4.73,25.4965,11.5668,0.00248168,14326.5,5937.82,0.551361
4.74,25.4965,11.5568,0.00265191,14326.2,5931.83,0.652292
4.75,25.4966,11.5469,0.00267585,14326.3,5926.71,0.443672
4.76,25.4965,11.5369,0.0026076,14326.8,5920.96,0.429311
4.77,25.4966,11.527,0.00252342,14326.4,5915.69,0.38865
4.78,25.4967,11.5169,0.00251657,14326.1,5909.63,0.67022
4.79,25.4966,11.507,0.00252325,14326.1,5904.36,0.605109
4.8,25.4967,11.4969,0.00241583,14326.3,5898.87,0.198911
4.81,25.4966,11.4869,0.00252339,14326.4,5892.54,0.325888
4.82,25.4967,11.4769,0.00259566,14326,5887.36,0.437705
4.83,25.4965,11.4669,0.00252176,14326.3,5881.72,0.271926
4.84,25.4966,11.4569,0.00260816,14326.1,5875.89,0.256792
4.85,25.4966,11.4469,0.00257194,14326.4,5870.56,0.559122
4.86,25.4967,11.437,0.00256063,14326.3,5864.52,0.537161
4.87,25.4965,11.4269,0.00252927,14326.3,5859.1,0.318258
4.88,25.4966,11.4169,0.00251874,14326.5,5853.72,0.499218
4.89,25.4966,11.4069,0.00248824,14326.5,5848.14,0.374157
4.9,25.4966,11.3969,0.00257271,14326.6,5842.31,0.27776
4.91,25.4966,11.3869,0.00256341,14326.3,5836.69,0.485951
4.92,25.4966,11.3768,0.00253411,14326.5,5831.19,0.628103
4.93,25.4966,11.3669,0.00257,14326.3,5825.52,0.627838
4.94,25.4965,11.3569,0.00255736,14326.1,5819.46,0.637346
4.95,25.4965,11.3468,0.00256484,14326.2,5814.24,0.641718
4.96,25.4967,11.3369,0.00248138,14326.3,5808.59,0.418556
4.97,25.4966,11.3269,0.00252697,14326.1,5803.3,0.649111
4.98,25.4967,11.317,0.00252421,14326.5,5797.42,0.628587
4.99,25.4966,11.3069,0.00250977,14326.5,5791.83,0.472295
5,25.4966,11.2969,0.00251622,14326.1,5786.15,0.681388
5.01,25.4965,11.2869,0.00252745,14326.5,5780.78,0.0651139
5.02,25.4966,11.2769,0.00246211,14326.2,5774.72,0.595816
5.03,25.4964,11.2669,0.00260175,14326.3,5769.3,0.359478
5.04,25.4966,11.2569,0.00261744,14326.2,5763.81,0.421211
5.05,25.4965,11.247,0.00250278,14326.5,5758.35,0.476671
5.06,25.4966,11.237,0.00253305,14326.5,5752.55,0.501058
5.07,25.4966,11.2269,0.00250638,14326.5,5746.81,0.608213
5.08,25.4966,11.2169,0.00257062,14326.2,5741.22,0.250377
5.09,25.4965,11.2068,0.00252767,14326.7,5735.24,0.809878
5.1,25.4966,11.1969,0.00254947,14326.3,5730.11,0.456397
5.11,25.4966,11.1868,0.00256373,14326.3,5724.3,0.813637
5.12,25.4966,11.1769,0.00262034,14326.6,5718.84,0.255498
5.13,25.4965,11.1669,0.00259611,14326.6,5713.1,0.37046
5.14,25.4965,11.1568,0.00259392,14326.2,5707.38,0.351066
5.15,25.4966,11.147,0.00255946,14326.5,5702.03,0.277877
5.16,25.4965,11.1369,0.00254244,14326.5,5696.49,0.542593
5.17,25.4965,11.1269,0.00250853,14326.2,5690.36,0.509967
5.18,25.4966,11.1169,0.00260312,14326.3,5684.9,0.679094
5.19,25.4965,11.1069,0.00260803,14326.5,5679.14,0.498236
5.2,25.4965,11.0969,0.00258154,14326.2,5673.94,0.247388
5.21,25.4967,11.0868,0.00256579,14326.3,5668.06,0.263642
5.22,25.4965,11.0769,0.00245125,14326,5662.63,0.429686
5.23,25.4965,11.0669,0.00261742,14326.3,5657.06,0.762094
5.24,25.4966,11.0569,0.00254568,14326.3,5651.26,0.832778
5.25,25.4966,11.0468,0.00255474,14326.7,5645.66,0.515417
5.26,25.4966,11.0368,0.00266856,14326.2,5640.11,0.23269
5.27,25.4965,11.027,0.00249531,14326.5,5634.28,0.690427
5.28,25.4966,11.0168,0.00253989,14326.3,5628.78,0.409842
5.29,25.4965,11.0067,0.00247721,14326.1,5622.94,0.388189
5.3,25.4966,10.9968,0.00254509,14326.3,5617.78,0.5768
5.31,25.4966,10.9869,0.00262353,14326.7,5611.87,0.677225
5.32,25.4965,10.9768,0.00253594,14326.5,5606.38,0.335917
5.33,25.4964,10.9669,0.00263839,14326.4,5600.49,0.452719
5.34,25.4966,10.957,0.00254371,14326.3,5595.24,0.514918
5.35,25.4965,10.9468,0.00254002,14326.4,5589.39,0.525969
5.36,25.4965,10.9368,0.00251088,14326.4,5583.81,0.449105
5.37,25.4966,10.9269,0.00255928,14326.4,5578.22,0.487603
5.38,25.4964,10.9168,0.00249786,14326.2,5572.52,0.369632
5.39,25.4965,10.9068,0.00262361,14326.6,5567.03,0.786656
5.4,25.4965,10.8969,0.00257517,14326.3,5561.3,0.408497
5.41,25.4965,10.8869,0.00260601,14326.5,5555.66,0.671714
5.42,25.4965,10.8769,0.00254591,14326.6,5550.07,0.423692
5.43,25.4965,10.8668,0.0025827,14326.5,5544.77,0.416094
5.44,25.4965,10.8568,0.00259395,14326.2,5538.7,0.377948
5.45,25.4967,10.8469,0.00250156,14326.6,5533.09,0.369445
5.46,25.4965,10.8369,0.0026023,14326.4,5527.92,0.357247
5.47,25.4966,10.8268,0.0025626,14326.2,5521.98,0.536643
5.48,25.4965,10.8168,0.00249647,14326.3,5516.48,0.457091
5.49,25.4965,10.8068,0.00249571,14326.4,5510.71,0.779161
5.5,25.4966,10.7968,0.00256743,14326.1,5504.96,0.948813
5.51,25.4964,10.7869,0.0026218,14326.4,5499.68,0.364125
5.52,25.4965,10.7769,0.00258782,14326.3,5494.13,0.705724
5.53,25.4965,10.7668,0.00256514,14326.3,5488.21,0.572015
5.54,25.4965,10.7569,0.00250912,14326.3,5482.82,0.301137
5.55,25.4965,10.7468,0.00245988,14326.4,5476.98,0.508085
5.56,25.4965,10.7368,0.00257038,14326.3,5471.3,0.605718
5.57,25.4965,10.7268,0.00261833,14326.3,5465.86,0.654662
5.58,25.4966,10.7169,0.00257108,14326.3,5460.24,0.672448
5.59,25.4966,10.7068,0.00259328,14326.2,5454.68,0.733061
5.6,25.4965,10.6969,0.00249936,14326.3,5448.97,0.0640937
5.61,25.4965,10.6868,0.00250381,14326.3,5443.32,0.531449
5.62,25.4965,10.6768,0.00256403,14326.3,5438.01,0.272742
5.63,25.4965,10.6668,0.00253617,14326.3,5431.94,0.372501
5.64,25.4965,10.6568,0.00255731,14326.3,5426.5,0.482185
5.65,25.4964,10.6468,0.00247433,14326.5,5420.81,0.299876
5.66,25.4966,10.6368,0.0025094,14326.5,5415.28,0.532087
5.67,25.4966,10.6268,0.00258508,14326.5,5409.85,0.532928
5.68,25.4966,10.6167,0.00253399,14326.3,5404.16,0.680837
5.69,25.4965,10.6068,0.00248382,14326.3,5398.4,0.498667
5.7,25.4965,10.5968,0.00255956,14326.2,5392.72,0.43858
5.71,25.4966,10.5867,0.00269094,14326.3,5387.09,0.28186
5.72,25.4965,10.5768,0.00261306,14326.2,5381.64,0.610619
5.73,25.4965,10.5668,0.00252159,14326.4,5376.33,0.484536
5.74,25.4965,10.5568,0.00255303,14326.6,5370.34,0.295348
5.75,25.4965,10.5469,0.00248381,14326.4,5364.36,0.600295
5.76,25.4965,10.5368,0.00254554,14326.1,5359.06,0.400665
5.77,25.4965,10.5269,0.00247636,14326.4,5353.48,0.267947
5.78,25.4965,10.5168,0.00261527,14326.4,5347.6,0.521199
5.79,25.4965,10.5067,0.00252228,14326.4,5342.09,0.279742
5.8,25.4966,10.4968,0.00252823,14326.3,5336.3,0.0690422
5.81,25.4964,10.4869,0.00256242,14326.5,5331.23,0.381436
5.82,25.4965,10.4769,0.00264477,14326.2,5325.53,0.449437
5.83,25.4966,10.4668,0.00250359,14326.2,5319.73,0.390953
5.84,25.4965,10.4568,0.00245461,14326.2,5314.29,0.702234
5.85,25.4965,10.4467,0.00256363,14326.2,5308.58,0.601986
5.86,25.4965,10.4368,0.00262084,14326.2,5302.8,0.380066
5.87,25.4965,10.4269,0.00248154,14326.4,5297.38,0.731132
5.88,25.4965,10.4169,0.00261365,14326.2,5291.71,0.309577
5.89,25.4965,10.4067,0.00252932,14326.4,5285.86,0.764006
5.9,25.4964,10.3967,0.00255686,14326.4,5280.07,0.730982
5.91,25.4964,10.3868,0.00256094,14326.3,5275,0.499337
5.92,25.4964,10.3767,0.00245735,14326.2,5269.22,0.740463
5.93,25.4965,10.3668,0.00261137,14326.3,5263.78,0.427047
5.94,25.4966,10.3568,0.00256539,14326.4,5258.33,0.577292
5.95,25.4964,10.3467,0.00252726,14326.1,5252.34,0.467357
5.96,25.4964,10.3367,0.00254904,14326.3,5246.69,0.491389
5.97,25.4964,10.3269,0.00248545,14326.3,5241.15,0.516944
5.98,25.4964,10.3168,0.00256009,14326,5235.96,0.408816
5.99,25.4965,10.3068,0.00245244,14326.6,5230.02,0.47185
6,25.4965,10.2967,0.00259326,14326.2,5224.07,0.498769
6.01,25.4964,10.2869,0.00258483,14326.4,5218.54,0.595241
6.02,25.4965,10.2768,0.00254455,14326.4,5213,0.523529
6.03,25.4964,10.2668,0.00249652,14326.4,5207.26,0.374221
6.04,25.4964,10.2568,0.00252911,14326.5,5201.83,0.392949
6.05,25.4965,10.2468,0.00253883,14326.6,5196.33,0.79035
6.06,25.4965,10.2368,0.0025635,14325.9,5190.63,0.165845
6.07,25.4965,10.2268,0.00255417,14326.3,5185.02,0.178132
6.08,25.4965,10.2169,0.00255953,14326.4,5179.04,0.433606
6.09,25.4965,10.2068,0.00251468,14326.2,5173.74,0.595452
6.1,25.4965,10.1967,0.0024921,14326.4,5167.74,0.766261
6.11,25.4964,10.1867,0.00259063,14326.1,5162.36,0.528974
6.12,25.4964,10.1768,0.00261722,14326.2,5156.48,0.433785
6.13,25.4965,10.1669,0.00258658,14326.4,5150.91,0.515387
6.14,25.4966,10.1567,0.0025494,14326.3,5145.52,0.494932
6.15,25.4965,10.1467,0.00253528,14326.2,5139.78,0.411308
6.16,25.4964,10.1368,0.00255359,14326.1,5134.32,0.388294
6.17,25.4964,10.1267,0.00261286,14326.2,5128.62,0.592861
6.18,25.4965,10.1168,0.00261466,14326.1,5122.87,0.715818
6.19,25.4964,10.1068,0.00255688,14326.3,5117.72,0.345056
6.2,25.4964,10.0967,0.00248808,14326.1,5112.07,0.738498
6.21,25.4964,10.0867,0.0025693,14326.1,5106.34,0.455699
6.22,25.4965,10.0768,0.00252307,14326.1,5100.64,0.728276
6.23,25.4964,10.0667,0.00253206,14326.5,5095.2,0.648745
6.24,25.4965,10.0569,0.00248845,14326.3,5089.42,0.582758
6.25,25.4964,10.0467,0.00251744,14326.4,5083.56,0.427007
6.26,25.4964,10.0368,0.00262353,14326.4,5078.11,0.810198
6.27,25.4964,10.0267,0.00252711,14326.2,5072.43,0.704577
6.28,25.4964,10.0167,0.0024884,14326.3,5067.15,0.693246
6.29,25.4964,10.0068,0.0024529,14326.2,5061.4,0.732508
6.3,25.4964,9.99669,0.00260714,14326.2,5055.63,0.570536
6.31,25.4965,9.98675,0.0025096,14326.6,5049.97,0.47853
6.32,25.4966,9.97681,0.00261406,14325.9,5044.25,0.155943
6.33,25.4965,9.96675,0.00256946,14326.6,5038.68,0.695286
6.34,25.4964,9.95674,0.00249893,14326.2,5033.13,0.292357
6.35,25.4964,9.94682,0.00253434,14326.2,5027.32,0.637671
6.36,25.4965,9.93671,0.00247897,14326,5022,0.621255
6.37,25.4965,9.92675,0.00261904,14326.2,5016.3,0.400075
6.38,25.4964,9.91681,0.00256352,14326.2,5010.61,0.507956
6.39,25.4964,9.90679,0.00253031,14326.2,5005.02,0.369469
6.4,25.4965,9.89681,0.00245478,14326.2,4999.57,0.405306
6.41,25.4965,9.88665,0.00247459,14326.5,4993.96,0.417288
6.42,25.4964,9.87679,0.0025259,14326.1,4988.16,0.587035
6.43,25.4964,9.86683,0.00258579,14326.2,4982.46,0.62347
6.44,25.4965,9.85671,0.00256043,14326.4,4976.99,0.608557
6.45,25.4964,9.84684,0.00252386,14326.3,4971.33,0.596418
6.46,25.4964,9.8367,0.00254447,14326.2,4965.72,0.559753
6.47,25.4964,9.8268,0.0025949,14326.2,4960.01,0.27698
6.48,25.4965,9.81673,0.00252435,14326.2,4954.33,0.391716
6.49,25.4964,9.80671,0.00263578,14326.2,4948.67,0.487289
6.5,25.4964,9.79666,0.00257372,14326.5,4943.44,0.214119
6.51,25.4965,9.78677,0.00252048,14326.1,4937.56,0.347349
6.52,25.4964,9.77678,0.00256811,14326.4,4932.23,0.543367
6.53,25.4965,9.76672,0.00257704,14326,4926.32,0.690308
6.54,25.4965,9.7568,0.00257736,14326.5,4920.8,0.530209
6.55,25.4964,9.74669,0.00249295,14326.2,4915.3,0.223178
6.56,25.4964,9.73677,0.00255214,14326.3,4909.72,0.541303
6.57,25.4964,9.72682,0.00259316,14326,4904.01,0.47202
6.58,25.4964,9.71675,0.00253207,14326.4,4898.46,0.486757
6.59,25.4965,9.70669,0.00268289,14326.5,4892.46,0.624639
6.6,25.4964,9.69674,0.00254453,14326.4,4886.92,0.593727
6.61,25.4964,9.68674,0.00253867,14326.4,4881.28,0.773929
6.62,25.4964,9.67676,0.00254204,14326,4875.7,0.276962
6.63,25.4964,9.66675,0.00257615,14326.2,4870.3,0.486395
6.64,25.4964,9.65685,0.00260156,14326.2,4864.57,0.667126
6.65,25.4964,9.64668,0.00247247,14326.2,4858.94,0.519552
6.66,25.4964,9.63681,0.00261287,14326.5,4853.36,0.219832
6.67,25.4964,9.62676,0.00245862,14326.3,4847.54,0.456932
6.68,25.4963,9.6168,0.00262642,14326.3,4842.26,0.414367
6.69,25.4964,9.60676,0.00256691,14326.5,4836.36,0.576151
6.7,25.4965,9.59668,0.0025123,14326.1,4830.87,0.520562
6.71,25.4964,9.58673,0.00255379,14326.3,4825.22,0.330583
6.72,25.4964,9.57672,0.0025564,14326.3,4819.9,0.889883
6.73,25.4963,9.56663,0.00249691,14326.2,4814.09,0.498629
6.74,25.4964,9.55672,0.00260178,14326.5,4808.47,0.863147
6.75,25.4965,9.54671,0.00246167,14326.5,4803.02,0.329296
6.76,25.4964,9.53674,0.00249603,14326.3,4796.96,0.797575
6.77,25.4965,9.52669,0.00252381,14326.2,4791.65,0.638323
6.78,25.4964,9.51668,0.00259536,14326.2,4785.82,0.486844
6.79,25.4964,9.5067,0.00257237,14326.3,4780,0.575625
6.8,25.4964,9.49662,0.00252753,14326.4,4774.6,0.11915
6.81,25.4964,9.48677,0.0024925,14326.6,4769.05,0.471278
6.82,25.4964,9.47673,0.00260853,14326.5,4763.44,0.489275
6.83,25.4964,9.46672,0.00261281,14326.2,4758.04,0.0652672
6.84,25.4963,9.45669,0.0026235,14326.6,4752.21,0.673102
6.85,25.4965,9.44669,0.00249113,14326.3,4746.35,0.67923
6.86,25.4964,9.43672,0.00263588,14326.3,4740.75,0.515781
6.87,25.4965,9.42672,0.00250227,14326.4,4735.24,0.548063
6.88,25.4964,9.41673,0.00259247,14326.2,4729.98,0.353292
6.89,25.4963,9.4067,0.00253765,14326.4,4723.83,0.427514
6.9,25.4964,9.39671,0.00254986,14326.1,4718.22,0.373093
6.91,25.4964,9.38667,0.00257211,14326.1,4712.88,0.949496
6.92,25.4964,9.3768,0.00252106,14326.3,4707.36,0.704632
6.93,25.4964,9.36671,0.00251062,14326.2,4701.85,0.306293
6.94,25.4965,9.35668,0.00262829,14325.8,4695.83,0.477922
6.95,25.4964,9.34667,0.00252248,14326.2,4690.15,0.494424
6.96,25.4964,9.3367,0.00259648,14326.3,4684.49,0.652289
6.97,25.4964,9.3268,0.00252955,14326.6,4679.04,0.752138
6.98,25.4964,9.31666,0.00254498,14326.3,4673.62,0.523063
6.99,25.4963,9.30669,0.00253109,14326.1,4668,0.337126
7,25.4964,9.29675,0.00261172,14326.4,4662.6,0.531163
7.01,25.4964,9.28672,0.00253432,14326.6,4656.37,0.380303
7.02,25.4965,9.2767,0.00263737,14326.3,4651.41,0.466271
7.03,25.4964,9.26669,0.00247364,14326.1,4645.5,0.477568
7.04,25.4963,9.25666,0.00253016,14326.1,4639.23,0.630896
7.05,25.4964,9.24664,0.00252807,14326.3,4634.33,0.403514
7.06,25.4963,9.23664,0.00257517,14326.2,4628.56,0.404718
7.07,25.4964,9.22667,0.00255986,14326,4622.78,0.607521
7.08,25.4963,9.21665,0.00257725,14326.1,4617.62,0.484868
7.09,25.4964,9.20672,0.00251603,14326.2,4611.84,0.759524
7.1,25.4963,9.19667,0.00266057,14326.2,4606.18,0.539492
7.11,25.4965,9.1867,0.00257381,14326.3,4600.16,0.69788
7.12,25.4964,9.17662,0.00252911,14326.3,4595.15,0.311673
7.13,25.4964,9.16662,0.00265543,14326,4589.24,0.796872
7.14,25.4963,9.15662,0.00250344,14326.2,4583.67,0.400862
7.15,25.4965,9.14668,0.00258159,14326.4,4577.89,0.466188
7.16,25.4963,9.13674,0.00254088,14326.2,4572.29,0.742215
7.17,25.4964,9.12673,0.00255713,14326.2,4567,0.439809
7.18,25.4963,9.11663,0.00255578,14326.2,4561.18,0.502413
7.19,25.4963,9.10665,0.0025238,14326.4,4555.67,0.653597
7.2,25.4964,9.09674,0.00256907,14326.3,4549.64,0.653923
7.21,25.4963,9.08667,0.00261654,14326,4544.5,0.504497
7.22,25.4963,9.07673,0.00262778,14326.2,4538.54,0.649853
7.23,25.4964,9.06672,0.00256357,14325.9,4532.91,0.891002
7.24,25.4964,9.05663,0.00258069,14326.3,4527.29,0.558493
7.25,25.4963,9.04662,0.00254289,14326,4521.57,0.425696
7.26,25.4964,9.03659,0.00253896,14326.5,4516.07,0.341125
7.27,25.4964,9.02661,0.00257873,14326.4,4510.72,0.505325
7.28,25.4963,9.01661,0.00251545,14326.5,4504.98,0.803587
7.29,25.4963,9.00659,0.0025446,14326.3,4499.27,0.252376
7.3,25.4963,8.99668,0.00263716,14326.1,4493.77,0.418362
7.31,25.4964,8.98669,0.00255391,14326.3,4488.25,0.527358
7.32,25.4962,8.97669,0.00246628,14326.5,4482.23,0.547352
7.33,25.4963,8.96666,0.00251682,14326.3,4476.81,0.346401
7.34,25.4963,8.95673,0.00269241,14326.3,4471.1,0.286183
7.35,25.4963,8.94667,0.00249644,14326.3,4465.69,0.406165
7.36,25.4964,8.93655,0.00256132,14325.9,4459.64,0.531034
7.37,25.4964,8.92666,0.0025047,14326.2,4454.17,0.604209
7.38,25.4963,8.91663,0.0025124,14326.2,4448.59,0.426629
7.39,25.4963,8.90672,0.00255777,14326.3,4443.19,0.443366
7.4,25.4963,8.89672,0.00257208,14326.3,4437.51,0.146797
7.41,25.4963,8.88673,0.00240085,14326.2,4431.93,0.684461
7.42,25.4964,8.87673,0.00258894,14326.1,4426.07,0.601033
7.43,25.4963,8.86658,0.00252405,14326.5,4420.72,0.703782
7.44,25.4962,8.85664,0.00254511,14326.2,4415.12,0.398677
7.45,25.4963,8.84669,0.0025525,14325.9,4409.23,0.289186
7.46,25.4963,8.83668,0.00252627,14326.2,4403.56,0.52356
7.47,25.4963,8.82663,0.00254546,14326.3,4398.27,0.228462
7.48,25.4963,8.81664,0.0025821,14326.3,4392.78,0.540546
7.49,25.4963,8.80658,0.00248893,14326.1,4387.1,0.79897
7.5,25.4964,8.79661,0.00261117,14326.1,4381.11,0.507119
7.51,25.4963,8.78667,0.00255801,14325.7,4376,0.828466
7.52,25.4963,8.77677,0.00253881,14326.5,4369.8,0.412256
7.53,25.4964,8.76659,0.00249418,14326.6,4364.43,0.631181
7.54,25.4963,8.7566,0.00244302,14326,4359.09,0.512138
7.55,25.4963,8.74668,0.00260487,14326,4353.01,0.379429
7.56,25.4963,8.73662,0.00250878,14326.2,4347.53,0.447269
7.57,25.4962,8.72659,0.00252662,14326.4,4341.88,0.540396
7.58,25.4963,8.71667,0.00256108,14326.1,4336.34,0.464604
7.59,25.4963,8.70661,0.00260529,14326.4,4330.73,0.793495
7.6,25.4964,8.69661,0.00252062,14326.3,4325.05,0.24254
7.61,25.4963,8.68662,0.00254976,14326.2,4319.38,0.412594
7.62,25.4963,8.67673,0.00248543,14326.2,4313.47,0.272414
7.63,25.4963,8.66659,0.00249006,14326.1,4308.16,0.665854
7.64,25.4964,8.65668,0.00248079,14326,4302.81,0.648667
7.65,25.4962,8.6466,0.00264698,14326.4,4297.1,0.419532
7.66,25.4964,8.6367,0.00246921,14325.9,4291.45,0.43351
7.67,25.4963,8.62663,0.00256629,14326.3,4285.86,0.458334
7.68,25.4963,8.61668,0.00249797,14325.9,4280.35,0.457619
7.69,25.4963,8.60667,0.00258669,14326.4,4274.78,0.545491
7.7,25.4963,8.5966,0.00255208,14325.9,4268.75,0.584233
7.71,25.4964,8.58663,0.0025204,14326,4263.28,0.296336
7.72,25.4963,8.57656,0.00257121,14326.3,4257.82,0.701931
7.73,25.4963,8.56662,0.0024452,14326,4251.72,0.500051
7.74,25.4963,8.55652,0.00247678,14326.2,4246.38,0.649856
7.75,25.4963,8.54668,0.00263161,14326.2,4241.04,0.433472
7.76,25.4964,8.53659,0.00256749,14326.3,4234.95,0.53905
7.77,25.4962,8.52667,0.00258759,14326.1,4229.26,0.501215
7.78,25.4963,8.51659,0.002514,14326.4,4223.67,0.743976
7.79,25.4964,8.50658,0.00245352,14326.4,4218.41,0.350614
7.8,25.4964,8.49658,0.00259051,14326.3,4212.64,0.379373
7.81,25.4964,8.48656,0.00256909,14326.1,4206.78,0.496201
7.82,25.4963,8.47651,0.00243399,14326.3,4201.5,0.689585
7.83,25.4962,8.46658,0.00259596,14326.1,4195.85,0.562149
7.84,25.4963,8.45659,0.00257035,14326.1,4190.29,0.42307
7.85,25.4963,8.44659,0.00255066,14326.4,4184.68,0.513302
7.86,25.4964,8.43669,0.00246744,14326.1,4178.82,0.746607
7.87,25.4963,8.42666,0.00257003,14326.1,4173.08,0.352892
7.88,25.4963,8.41659,0.00255408,14326.4,4167.73,0.371519
7.89,25.4963,8.40659,0.00260308,14326.4,4162.03,0.466072
7.9,25.4963,8.39662,0.00251692,14326.2,4156.67,0.667516
7.91,25.4963,8.38661,0.00258665,14326.2,4150.98,0.424431
7.92,25.4963,8.37655,0.00256916,14326,4145.35,0.379665
7.93,25.4962,8.36653,0.00261626,14326.3,4139.58,0.621862
7.94,25.4962,8.35664,0.00259644,14326.1,4134.11,0.405845
